Date,Close,High,Low,Open,Volume
,NVDA,NVDA,NVDA,NVDA,NVDA
2021-03-01,13.802934646606445,13.885951239822205,13.515243835324203,13.836091261293221,353184000
2021-03-02,13.368656158447266,13.881463899435085,13.358434810228255,13.861021202997064,264116000
2021-03-03,12.768842697143555,13.41377854511925,12.762859005310784,13.38859986982293,377592000
2021-03-04,12.335558891296387,12.938613575131294,12.049862368433251,12.764851636975537,573344000
2021-03-05,12.426555633544922,12.514807484700661,11.646498815490384,12.514807484700661,542840000
2021-03-08,11.560738563537598,12.43627563829937,11.534063017322843,12.415085459306246,543112000
2021-03-09,12.489447593688965,12.585709625677136,12.029581319455215,12.100406741885838,521824000
2021-03-10,12.437577247619629,12.948067565563633,12.42685387625009,12.808911083089319,384376000
2021-03-11,12.96153450012207,13.014155316080448,12.703171840009764,12.918141567568973,299916000
2021-03-12,12.824372291564941,12.857041851117744,12.559026896264074,12.617133067544048,243964000
2021-03-15,13.158794403076172,13.174256335732265,12.735837815912666,12.833097776967755,221988000
2021-03-16,13.258552551269531,13.479257837675465,13.084481372803003,13.323641474792712,272128000
2021-03-17,13.308428764343262,13.4201527389685,12.957543753879627,13.00767018394586,243864000
2021-03-18,12.691200256347656,13.151565052474703,12.685713947139764,13.104182253321333,293896000
2021-03-19,12.814146041870117,12.889710027684677,12.58147023108672,12.718631755835021,299208000
2021-03-22,13.153812408447266,13.361550172532192,12.874999952823599,12.880985710732899,297804000
2021-03-23,13.038597106933594,13.311673054214847,12.98921840921638,13.221645047668831,222048000
2021-03-24,12.611897468566895,13.126878086028931,12.605663414562246,13.118897393362214,245840000
2021-03-25,12.504412651062012,12.683471654533125,12.241810854541152,12.468751160231504,295144000
2021-03-26,12.80766487121582,12.824623248846297,12.34306088171137,12.523615375554263,363968000
2021-03-29,12.916394233703613,13.030363335870426,12.668754976475395,12.788708883498062,273520000
2021-03-30,12.840084075927734,12.943329820806323,12.673744343397683,12.810407393306773,200204000
2021-03-31,13.315412521362305,13.437361379878029,12.950561986434117,12.983480795926578,314776000
2021-04-01,13.777771949768066,13.835878123071739,13.47801034601489,13.5388611010894,308276000
2021-04-05,13.953088760375977,13.979523315095443,13.699214481896792,13.833384093236818,255672000
2021-04-06,13.827399253845215,14.019675048728104,13.739616396250584,13.965309496536149,191744000
2021-04-07,14.108704566955566,14.208457976713019,13.677767211137832,13.84660035897789,251284000
2021-04-08,14.281778335571289,14.435898249089426,14.2139448346701,14.217686408200958,244416000
2021-04-09,14.36457347869873,14.372554170430043,14.140127582945142,14.17903119573097,195172000
2021-04-12,15.171584129333496,15.314731433707978,14.104465977801848,14.254596031105418,869324000
2021-04-13,15.640928268432617,15.661378021363982,15.088540447915161,15.194030388057516,676212000
2021-04-14,15.239418983459473,15.681827538993751,15.19004028928494,15.586562476746503,385500000
2021-04-15,16.097553253173828,16.17436349825913,15.59304674396962,15.623970620941911,598480000
2021-04-16,15.873353004455566,16.12598008943115,15.826218501412095,16.01350646843604,335208000
2021-04-19,15.323957443237305,15.768611067379295,15.195524339740611,15.49827785931113,404420000
2021-04-20,15.133925437927246,15.458873413755898,14.92618773708497,15.285550956429873,334132000
2021-04-21,15.322711944580078,15.324706879775038,15.065097029883184,15.081555958737745,216776000
2021-04-22,14.81371784210205,15.400520875772711,14.747131525503809,15.33717668577237,277788000
2021-04-23,15.227696418762207,15.29727466051768,14.863594577488568,14.897510379080412,227500000
