Date,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,100,US,100,NAS,US,100,NAS,US,100,NAS,US,100,NAS,US,100,NAS,US
2021-07-14,,,,472.68231201171875,,,480.67693885335456,,,469.68432694610533,,,469.68432694610533,,,57010,
2021-07-15,,,,472.68231201171875,,,478.67828214294565,,,471.68298365651424,,,475.63034285840445,,,28490,
2021-07-16,,,,481.6763000488281,,,481.6763000488281,,,474.4261674579789,,,477.67898635547687,,,74290,
2021-07-19,,,,468.18536376953125,,,479.67764057497334,,,466.78829239433674,,,471.6830132320571,,,178340,
2021-07-20,,,,469.6843566894531,,,473.6816703634059,,,464.68771459701213,,,473.6816703634059,,,51750,
2021-07-21,,,,474.6809997558594,,,478.22860344993836,,,469.6843576531661,,,473.68167133532074,,,49880,
2021-07-22,,,,472.68231201171875,,,479.6776104981501,,,469.68432694610533,,,478.67828214294565,,,63550,
2021-07-23,,,,473.6816711425781,,,482.37584059655995,,,476.1450120385536,,,480.6769700835023,,,22960,
2021-07-26,,,,474.18133544921875,,,479.67764176106425,,,465.68704387636654,,,465.68704387636654,,,20550,
2021-07-27,,,,464.6877136230469,,,481.6762967017389,,,464.6877136230469,,,464.6877136230469,,,60810,
2021-07-28,,,,474.6809997558594,,,475.2406212315944,,,469.6843576531661,,,473.68167133532074,,,42180,
2021-07-29,,,,469.6843566894531,,,479.6776408743351,,,469.6843566894531,,,479.6776408743351,,,79480,
2021-07-30,,,,479.6776428222656,,,479.6776428222656,,,472.3825575365103,,,475.6803291320801,,,37870,
2021-08-02,,,,480.17730712890625,,,484.67428503125814,,,476.48478128756403,,,479.67764291753383,,,94330,
2021-08-03,,,,483.17529296875,,,489.6709277242761,,,481.11667885522684,,,484.67428560464066,,,58030,
2021-08-04,,,,482.6756286621094,,,488.8714770880753,,,480.776910756437,,,484.6742855095715,,,84080,
2021-08-05,,,,486.6729431152344,,,488.7015785986856,,,478.6783157129307,,,486.6729431152344,,,269280,
2021-08-06,,,,486.17327880859375,,,489.67092829642536,,,485.7735535379725,,,486.6729430211411,,,89930,
2021-08-09,,,,483.6749267578125,,,489.67089692423167,,,483.6749267578125,,,483.6749267578125,,,70100,
2021-08-10,,,,486.17327880859375,,,493.66824199680434,,,482.50573006977936,,,484.67428617095163,,,100180,
2021-08-11,,,,489.6708984375,,,496.66619698660713,,,489.271173191253,,,493.66821189413264,,,76960,
2021-08-12,,,,494.66754150390625,,,495.92670500498224,,,492.6089275083232,,,494.66754150390625,,,48510,
2021-08-13,,,,491.6695556640625,,,497.1658616725022,,,489.6708989337208,,,494.6675407595751,,,84350,
2021-08-16,,,,492.1692199707031,,,495.0272844572131,,,491.00499388580283,,,491.6695557879918,,,35240,
2021-08-17,,,,489.6708984375,,,493.21850193142893,,,488.21786499297133,,,489.6708984375,,,33100,
2021-08-18,,,,485.673583984375,,,494.86741711459905,,,485.673583984375,,,485.673583984375,,,114220,
2021-08-19,,,,483.6749267578125,,,491.26982840135975,,,483.6749267578125,,,485.67358347995224,,,47120,
2021-08-20,,,,485.673583984375,,,488.44973330086276,,,482.9763916115365,,,485.673583984375,,,107740,
2021-08-23,,,,484.67425537109375,,,491.7195081214699,,,484.67425537109375,,,484.67425537109375,,,58310,
2021-08-24,,,,487.6722717285156,,,489.67092857986205,,,485.11399339855893,,,485.67361487716926,,,39890,
2021-08-25,,,,492.6689147949219,,,493.6682432224978,,,485.84848607788297,,,489.67092951219416,,,34110,
2021-08-26,,,,490.1705627441406,,,491.7694942266163,,,489.0622988048481,,,489.67089856193456,,,22820,
2021-08-27,,,,492.6689147949219,,,497.6655569328014,,,487.67227265704236,,,496.6662285052255,,,68150,
2021-08-30,,,,492.6689147949219,,,492.6689147949219,,,492.6689147949219,,,492.6689147949219,,,0,
2021-08-31,,,,490.1705627441406,,,493.668212019583,,,486.93573731649195,,,490.6702269263467,,,52730,
2021-09-01,,,,497.6655578613281,,,497.6655578613281,,,487.67227356692393,,,494.66757257300685,,,70450,
2021-09-02,,,,487.6722717285156,,,497.6655559852475,,,487.6722717285156,,,492.6689138568816,,,63940,
2021-09-03,,,,483.6749267578125,,,496.6661954517207,,,483.6749267578125,,,488.6715685631618,,,96600,
2021-09-07,,,,489.6708984375,,,494.66754025829084,,,488.2318631533457,,,491.66955516581635,,,117120,
2021-09-08,,,,493.1685791015625,,,497.6655570265007,,,489.9607433876232,,,496.66622859873667,,,64180,
2021-09-09,,,,487.6722717285156,,,492.86879174084953,,,487.0416835370592,,,488.4397613269193,,,26330,
2021-09-10,,,,494.66754150390625,,,494.66754150390625,,,488.6715713038589,,,489.67089967053346,,,22740,
2021-09-13,,,,492.6689147949219,,,494.6675716500737,,,486.662941186124,,,490.59032508428066,,,90300,
2021-09-14,,,,484.67425537109375,,,492.093280350463,,,484.67425537109375,,,487.6722404558634,,,51760,
2021-09-15,,,,482.6756286621094,,,487.1726065688992,,,480.67697181464723,,,484.6742855095715,,,111860,
2021-09-16,,,,484.67425537109375,,,487.6722404558634,,,479.67761356314435,,,481.6762702863241,,,79580,
2021-09-17,,,,475.6803283691406,,,488.6715978414071,,,475.6803283691406,,,481.6762988948021,,,47340,
2021-09-20,,,,470.6836853027344,,,486.67294000516273,,,470.6836853027344,,,479.6776410728503,,,98580,
2021-09-21,,,,473.6816711425781,,,480.6769700835023,,,470.29393315973067,,,470.6836858821821,,,38040,
2021-09-22,,,,473.6816711425781,,,476.6796564029742,,,468.7849679833479,,,469.68435746205006,,,45580,
2021-09-23,,,,489.6708984375,,,489.6708984375,,,471.6230306205701,,,473.6816446109694,,,128860,
2021-09-24,,,,496.6662292480469,,,499.5023360165357,,,487.17260917187696,,,489.6709302445533,,,536460,
2021-09-27,,,,488.6716003417969,,,499.6642130284222,,,489.67092876785375,,,495.6668993241948,,,105630,
2021-09-28,,,,494.66754150390625,,,496.5662593011716,,,486.67291457050976,,,495.6668698705808,,,73560,
2021-09-29,,,,491.6695556640625,,,497.66552585508765,,,486.3621180810837,,,489.6708989337208,,,70350,
2021-09-30,,,,485.673583984375,,,494.30178774655667,,,485.673583984375,,,493.66821088123714,,,47430,
2021-10-01,,,,479.6776428222656,,,488.67159862518315,,,479.6776428222656,,,485.67361335754396,,,182550,
2021-10-04,,,,479.6776428222656,,,488.67159862518315,,,479.6776428222656,,,486.67294178009035,,,76710,
2021-10-05,,,,485.673583984375,,,490.67022579491385,,,481.4204305203885,,,484.67425562226725,,,52610,
2021-10-06,,,,481.6763000488281,,,484.67428531884156,,,481.6763000488281,,,482.67562847216595,,,64230,
2021-10-07,,,,483.6749267578125,,,490.6702252853015,,,483.4550732984939,,,486.6729118410221,,,57870,
2021-10-08,,,,484.67425537109375,,,490.67022554063306,,,484.67425537109375,,,486.6729120942735,,,48920,
2021-10-11,,,,486.6729431152344,,,487.0326867097381,,,480.67697256350664,,,484.67428626465846,,,78880,
2021-10-12,,,,485.1739196777344,,,486.0733091039823,,,481.6762704112626,,,481.6762704112626,,,15020,
2021-10-13,,,,479.6776428222656,,,486.07333862714586,,,471.68301544189455,,,484.67428493499756,,,60610,
2021-10-14,,,,480.17730712890625,,,481.67629976302356,,,475.68032922655436,,,481.67629976302356,,,108620,
2021-10-15,,,,475.6803283691406,,,481.2116148387133,,,472.18267889583814,,,478.6783136319714,,,63090,
2021-10-18,,,,483.6749267578125,,,486.6729118410221,,,472.98210109553247,,,479.6776133135331,,,66280,
2021-10-19,,,,486.6729431152344,,,488.6715999658103,,,485.6736146899464,,,486.6729431152344,,,675130,
2021-10-20,,,,486.6729431152344,,,490.6702568163862,,,481.6763009887946,,,490.6702568163862,,,83140,
2021-10-21,,,,488.6716003417969,,,488.6716003417969,,,484.67428663756954,,,484.67428663756954,,,34720,
2021-10-22,,,,483.6749267578125,,,487.172576021557,,,483.6749267578125,,,483.6749267578125,,,108810,
2021-10-25,,,,486.17327880859375,,,488.6715998713306,,,483.1752935333095,,,483.6749577458569,,,95530,
2021-10-26,,,,488.6716003417969,,,488.6716003417969,,,478.67831608122845,,,483.67495821151266,,,43280,
2021-10-27,,,,485.673583984375,,,486.1732481654289,,,479.6776138117284,,,479.6776138117284,,,147350,
2021-10-28,,,,484.67425537109375,,,487.37245414621896,,,482.3358306646232,,,484.67425537109375,,,31850,
2021-10-29,,,,484.1745910644531,,,488.3967594904892,,,481.6762701611278,,,485.67358360644835,,,68580,
2021-11-01,,,,486.17327880859375,,,489.8138376287006,,,482.1239980782965,,,489.67092829642536,,,315980,
2021-11-02,,,,488.17193603515625,,,490.6702570998193,,,484.4674248285439,,,488.67160024808885,,,113860,
2021-11-03,,,,487.6722717285156,,,491.6695854312084,,,482.9434549857168,,,490.67025700553523,,,60580,
2021-11-04,,,,491.6695556640625,,,511.6561229674797,,,488.67157056854995,,,511.6561229674797,,,191150,
2021-11-05,,,,491.6695556640625,,,493.66821239440424,,,488.67157056854995,,,488.67157056854995,,,241200,
2021-11-08,,,,491.1698913574219,,,492.6688839047996,,,488.6715704451257,,,492.6688839047996,,,55180,
2021-11-09,,,,487.6722717285156,,,493.4683643985868,,,484.0826735325009,,,491.6695854312084,,,77860,
2021-11-10,,,,487.6722717285156,,,490.5203638411009,,,486.67294330284244,,,487.6722717285156,,,45370,
2021-11-11,,,,486.6729431152344,,,492.3361294940879,,,486.6729431152344,,,486.6729431152344,,,20610,
2021-11-12,,,,486.6729431152344,,,492.6689136669621,,,486.6729431152344,,,489.67092839109824,,,24700,
2021-11-15,,,,491.6695556640625,,,492.66888402923337,,,486.75284668870603,,,487.9920345995333,,,81990,
2021-11-16,,,,488.17193603515625,,,493.1685781644823,,,486.67294339635845,,,491.6695855256845,,,36790,
2021-11-17,,,,487.6722717285156,,,489.57098963787803,,,485.6836179204927,,,489.57098963787803,,,30850,
2021-11-18,,,,487.6722717285156,,,492.6689138568816,,,487.6722717285156,,,490.67025700553523,,,1758060,
2021-11-19,,,,489.6708984375,,,491.06995204790513,,,486.2232033823218,,,489.6708984375,,,400900,
2021-11-22,,,,498.6649169921875,,,498.6649169921875,,,489.67096057349073,,,490.67028906445705,,,164910,
2021-11-23,,,,487.6722717285156,,,497.6655559852475,,,487.6722717285156,,,497.6655559852475,,,52100,
2021-11-24,,,,490.67022705078125,,,496.1665330564418,,,488.85144210779043,,,491.66955541544684,,,31900,
2021-11-26,,,,487.172607421875,,,490.4703790271282,,,479.68365215617877,,,482.67562950721157,,,79090,
2021-11-29,,,,484.67425537109375,,,490.67022554063306,,,481.7961848101819,,,486.6729120942735,,,57180,
2021-11-30,,,,477.678955078125,,,488.6715670150693,,,477.678955078125,,,477.678955078125,,,50430,
2021-12-01,,,,483.6749267578125,,,489.67089692423167,,,481.2765447906611,,,489.67089692423167,,,43780,
2021-12-02,,,,474.6809997558594,,,482.2759018513698,,,474.6809997558594,,,479.67764185855265,,,90420,
2021-12-03,,,,475.1806640625,,,483.67495563880124,,,471.6830145899053,,,481.6762987973186,,,129430,
2021-12-06,,,,470.6836853027344,,,476.0800526653873,,,464.68771478932376,,,475.6803273972432,,,226800,
2021-12-07,,,,475.1806640625,,,477.6789851143533,,,468.25932054395554,,,472.68234301064666,,,65960,
2021-12-08,,,,472.68231201171875,,,474.7809076570644,,,472.68231201171875,,,474.6809687221277,,,25030,
2021-12-09,,,,476.17999267578125,,,477.1793210969266,,,472.68234320177237,,,474.6810000440631,,,21100,
2021-12-10,,,,471.183349609375,,,471.183349609375,,,467.46584667041026,,,470.683685399821,,,26430,
2021-12-13,,,,466.68634033203125,,,470.9834400463203,,,463.6883552763651,,,469.68432538769736,,,76790,
2021-12-14,,,,461.6897277832031,,,467.1860340663365,,,461.6897277832031,,,463.6883846134334,,,42510,
2021-12-15,,,,455.6937561035156,,,462.68905499106955,,,453.6950992785002,,,461.6897265785619,,,28860,
2021-12-16,,,,465.1873779296875,,,466.75431805557776,,,458.39195689560586,,,459.6910716383593,,,52940,
2021-12-17,,,,474.6809997558594,,,474.6809997558594,,,461.4828685738754,,,464.6877155504729,,,75310,
2021-12-20,,,,460.6903991699219,,,468.46017149468344,,,459.4312356083518,,,464.68771282866305,,,34510,
2021-12-21,,,,462.6890563964844,,,469.6843553052865,,,462.6890563964844,,,469.6843553052865,,,8410,
2021-12-22,,,,469.6843566894531,,,469.6843566894531,,,461.73169332787074,,,468.6850282709649,,,45430,
2021-12-23,,,,465.6870422363281,,,469.46651523949004,,,462.6890569858797,,,462.6890569858797,,,54720,
2021-12-27,,,,466.68634033203125,,,466.68634033203125,,,466.68634033203125,,,466.68634033203125,,,0,
2021-12-28,,,,466.68634033203125,,,466.68634033203125,,,466.68634033203125,,,466.68634033203125,,,0,
2021-12-29,,,,472.68231201171875,,,473.4318082781221,,,469.68432694610533,,,469.68432694610533,,,50290,
2021-12-30,,,,474.6809997558594,,,474.6809997558594,,,469.6843576531661,,,472.6823429147821,,,113570,
2021-12-31,,,,469.6843566894531,,,472.9821282716309,,,463.6883861785239,,,464.68771459701213,,,98040,
2022-01-03,,,,469.6843566894531,,,469.6843566894531,,,469.6843566894531,,,469.6843566894531,,,0,
2022-01-04,,,,476.6796569824219,,,476.6796569824219,,,470.7935979420893,,,476.6796569824219,,,104330,
2022-01-05,,,,469.6843566894531,,,474.55608272958307,,,469.6843566894531,,,469.6843566894531,,,60480,
2022-01-06,,,,471.6830139160156,,,474.37120980373584,,,469.6843570773884,,,471.6830139160156,,,42900,
2022-01-07,,,,473.1819763183594,,,475.68029720705186,,,468.68499871871285,,,469.68432707418987,,,69060,
2022-01-10,,,,471.6830139160156,,,473.6017378998143,,,468.9528540419375,,,472.3625499218489,,,81770,
2022-01-11,,,,470.18402099609375,,,476.6796557176126,,,467.68569994935575,,,467.68569994935575,,,61880,
2022-01-12,,,,467.6856994628906,,,474.6809983864809,,,463.68838579226764,,,463.68838579226764,,,55650,
2022-01-13,,,,464.6877136230469,,,472.6823409541961,,,460.69039995747227,,,463.68838520665327,,,81430,
2022-01-14,,,,463.6883850097656,,,469.08475235658335,,,461.68972817782696,,,464.68771342573496,,,36960,
2022-01-18,,,,466.68634033203125,,,469.68432538769736,,,458.5498105987898,,,461.68969857258764,,,46640,
2022-01-19,,,,457.6924133300781,,,468.1853616706149,,,457.6924133300781,,,457.6924133300781,,,50930,
2022-01-20,,,,460.6903991699219,,,472.6823401461454,,,460.6903991699219,,,472.6823401461454,,,20190,
2022-01-21,,,,442.7025146484375,,,461.86962748931103,,,439.70452922192436,,,461.68975568302056,,,179710,
2022-01-24,,,,426.7132263183594,,,444.17649618806473,,,423.7152411217433,,,440.7038239025679,,,93430,
2022-01-25,,,,433.2088928222656,,,438.1905306190029,,,426.71325775111285,,,428.71191469608294,,,76480,
2022-01-26,,,,434.20819091796875,,,438.70516872954727,,,428.61395857159494,,,428.61395857159494,,,101630,
2022-01-27,,,,435.7071838378906,,,435.7071838378906,,,426.7132282082094,,,431.709870224699,,,55880,
2022-01-28,,,,422.71588134765625,,,435.73212667744406,,,422.71588134765625,,,422.71588134765625,,,53570,
2022-01-31,,,,432.709228515625,,,434.4810481440732,,,426.71325768169027,,,433.7085569879475,,,100560,
2022-02-01,,,,426.7132263183594,,,440.7038239025679,,,426.7132263183594,,,433.70852511046365,,,63970,
2022-02-02,,,,432.709228515625,,,440.7038562942047,,,428.21225039017395,,,432.709228515625,,,99920,
2022-02-03,,,,433.7085266113281,,,439.7044970253096,,,428.47303144882693,,,432.70919820899786,,,72510,
2022-02-04,,,,427.7125549316406,,,440.70382412348954,,,427.7125549316406,,,427.7125549316406,,,63850,
2022-02-07,,,,428.7118835449219,,,440.70382434338126,,,427.71255514505026,,,427.71255514505026,,,35970,
2022-02-08,,,,428.7118835449219,,,440.3960172895512,,,428.7118835449219,,,436.7065107438948,,,36450,
2022-02-09,,,,440.7038269042969,,,440.7038269042969,,,430.68056421522306,,,440.7038269042969,,,41110,
2022-02-10,,,,441.70318603515625,,,443.7018429855416,,,431.70990128322967,,,439.7045290847709,,,104300,
2022-02-11,,,,435.7071838378906,,,438.70516904778435,,,429.36144237753234,,,435.7071838378906,,,21970,
2022-02-14,,,,426.7132263183594,,,436.60657136777604,,,426.7132263183594,,,427.71255471723146,,,89300,
2022-02-15,,,,426.7132263183594,,,434.36808551336907,,,426.7132263183594,,,433.70852511046365,,,38180,
2022-02-16,,,,428.7118835449219,,,432.70919714440834,,,424.71456994543547,,,432.70919714440834,,,81550,
2022-02-17,,,,434.7078552246094,,,435.195534072553,,,428.12329111343314,,,433.7085268217942,,,64720,
2022-02-18,,,,423.7152099609375,,,430.54960564323613,,,420.7172249847988,,,427.7125232624558,,,152570,
2022-02-22,,,,406.22698974609375,,,413.7219526565383,,,400.7306836117678,,,404.7279971640049,,,1701970,
2022-02-23,,,,404.72802734375,,,413.7219835069444,,,400.7307134934413,,,413.7219835069444,,,268240,
2022-02-24,,,,386.24041748046875,,,400.5238172324931,,,369.75149926978895,,,399.73135056193405,,,156670,
2022-02-25,,,,396.7333679199219,,,399.2017102449996,,,383.7420989452141,,,386.7400840932236,,,89660,
2022-02-28,,,,393.2357482910156,,,398.1324516366457,,,383.7421279383736,,,395.7340694364478,,,103260,
2022-03-01,,,,395.7340393066406,,,399.12674818487807,,,388.7387406320283,,,395.0145216516544,,,63290,
2022-03-02,,,,392.736083984375,,,398.73205473222805,,,383.74212786259545,,,398.73205473222805,,,70070,
2022-03-03,,,,389.7380676269531,,,402.7293365478516,,,386.11849096880223,,,398.732023033729,,,146690,
